headline,date,time,description
Greek MPs approve austerity package,"February 13, 2012",12:41 am CET,MPs sacked for failing to back austerity measures: buildings set on fire as police and protestors clash.
No longer a Greek tragedy?,"February 10, 2012",9:41 am CET,ANALYSISIan Wishart on why eurozone leaders are more comfortable with the idea of a Greek exit from the eurozone.Eurozone ministers delay approval of Greek bail-out
Austerity under attack,"February 9, 2012",10:01 pm CET,Why abandoning austerity now would be highly dangerous in the long run.
Greece strikes deal on austerity measures,"February 9, 2012",8:38 am CET,Eurozone finance ministers will discuss agreement and Greek bail-out this evening.
Call to speed through tax on financial transactions,"February 8, 2012",10:19 pm CET,Nine member states call for FTT to be introduced as soon as possible.
Further delay to Greek government bail-out talks,"February 7, 2012",3:18 pm CET,"Kroes says ‘no need’ for Greece to stay in eurozone, quickly contradicted by Barroso and Dutch finance minister."
Merkel says time is running out for Greek bail-out deal,"February 6, 2012",4:26 pm CET,Talks on new austerity measures to continue today.
Greek parties fail to reach deal on new loan terms,"February 5, 2012",3:29 pm CET,Negotiations on measures to satisfy EU and IMF on second bail-out to resume Monday.
The libertarian and the lobbyists,"February 5, 2012",11:00 am CET,A study suggests that the influence of lobbyists on financial legislation in the US is staggering.
Budget tussle starts over aid to regions,"February 1, 2012",10:20 pm CET,The European Union’s aid to economically deprived regions and social groups has become a battleground for arguments over the size of the Union’s budget.
Fiscal treaty gets support from 25,"February 1, 2012",10:10 pm CET,
Concern over Greek debt deal,"February 1, 2012",10:08 pm CET,
Barroso calls for unspent funds to help job creation,"February 1, 2012",10:07 pm CET,
Delusion and denial in Greece and Germany,"February 1, 2012",10:00 pm CET,
A crisis in capitalism? Not yet,"February 1, 2012",9:33 pm CET,
Croatia ‘struggling’ to spend EU money,"February 1, 2012",8:29 am CET,
Leaders play up focus on jobs and growth,"January 30, 2012",6:12 pm CET,"Fiscal rectitude must be balanced with measures to create jobs and stimulate growth, the European Council agreed tonight."
EU hopes for Greek deal ’this week’,"January 30, 2012",5:38 pm CET,Deal on write-down of debts to banks would open the way for a second bail-out for Greece.
25 EU member states join fiscal treaty,"January 30, 2012",3:04 pm CET,"The Czech Republic joins the UK on the sidelines, as other states agree to tougher budget rules."
Barroso calls on member states to use unspent funds,"January 30, 2012",1:16 pm CET,Commission president says €82bn in unspent structural funds should be used to create jobs and help business.
Deal close on fiscal treaty,"January 30, 2012",9:37 am CET,Talks under way on inter-governmental treaty; Poland concerned about latest draft.
Behind the ECB’s wall of money,"January 30, 2012",6:08 am CET,"At some points, banks will stop parking money with the European Central Bank. What will they do then?"
Greek minister rejects call to give up budget control,"January 30, 2012",3:35 am CET,Venizelos says Greeks will make necesssary sacrifices; warns against ignoring “historical lessons”.
Germany and UK lead calls for EU spending cuts,"January 27, 2012",9:43 am CET,Five member states demand that EU spending reflect national austerity measures.
The eurozone’s strategy of pain,"January 27, 2012",2:00 am CET,"There are limits to the notion, held particularly by Germans, that protection from market pressure would only impede adjustment and reform."
Summit to focus on growth and jobs,"January 26, 2012",11:12 am CET,Van Rompuy wants EU leaders to discuss economic growth and job creation
Agreement on terms of permanent bail-out fund,"January 25, 2012",10:19 pm CET,Eurozone finance ministers agree on terms of the European Stability Mechanism a year earlier than planned.
Member states asked to show their hand on future spending,"January 25, 2012",10:19 pm CET,"Ministers launch talks on multiannual spending, but French elections are set to delay agreement."
Hungary bows to pressure over central-bank law,"January 25, 2012",10:19 pm CET,Government set to change banking legislation to comply with EU and IMF demands.
Deal close on trading of derivatives,"January 25, 2012",10:19 pm CET,Finance ministers reach agreement on how member-state decisions to authorise central counterparties can be overturned.
Theurer to chair budgets committee,"January 25, 2012",10:19 pm CET,"Michael Theurer, a German Liberal MEP, was on Monday (23 January) named as the new chairman of the European Parliament’s budgetary control committee."
Commission seeks to calm fears about FTT,"January 25, 2012",10:12 pm CET,Impact assessment paints positive picture of financial tax.
Ministers support action on Hungarian debt,"January 24, 2012",8:57 am CET,Finance ministers agree with Commission that Hungary has not done enough to reduce its deficit.
Greece urged to reach deal with bondholders,"January 23, 2012",6:39 pm CET,Latest private-sector involvement plan deemed unacceptable; former European Commission president to head up bail-out fund’s investment arm.
Lewandowski calls for spending cuts,"January 23, 2012",6:30 am CET,European commissioner says more savings are needed in administrative spending plans for 2013.
Ministers to discuss budget surveillance plan,"January 21, 2012",10:14 pm CET,Finance ministers to debate enhanced budgetary surveillance proposal.
Greek bail-out and treaty change on ministers’ agenda,"January 19, 2012",10:00 pm CET,"Finance ministers from the eurozone’s 17 member states will hold their first meeting of the year on Monday (23 January), with little sign that the sovereign-debt crisis is diminishing."
EU could benefit from US’s Pacific focus,"January 18, 2012",10:29 pm CET,Last year was a big year for US trade policy and 2012 could be more active still.
Greece’s ‘invisible’ green crisis,"January 18, 2012",10:20 pm CET,EU environmental policy is one of the casualties of Greece’s austerity drive.
Latin lessons for Europe,"January 18, 2012",10:10 pm CET,Latin America’s financial woes led to a ‘lost decade’. The situation in Europe today looks much worse.
Global imbalances and domestic inequality,"January 17, 2012",1:00 am CET,
Schäuble says bail-out fund is strong enough,"January 16, 2012",9:35 am CET,
Democracy in distress,"January 16, 2012",1:00 am CET,
Talks on Greek debt restructuring break down,"January 14, 2012",9:59 am CET,
Schadenfreude capitalism,"January 11, 2012",9:34 pm CET,
Hungary could pay the penalty for failing to cut budget deficit,"January 11, 2012",9:23 pm CET,
France to push ahead with plans for a financial transaction tax,"January 11, 2012",9:20 pm CET,Sarkozy hopes others will follow suit.
Deal close on new Greek bail-out,"January 11, 2012",9:13 pm CET,Second rescue package nearly finalised.
Hungary slammed for failure to cut deficit,"January 11, 2012",10:35 am CET,Country could lose structural funds worth 1.7% of GDP.
Rethinking the growth imperative,"January 11, 2012",1:00 am CET,Economists fail to appreciate adequately that people are fundamentally social creatures.
"Rehn praises Eurobonds, admits challenges","January 10, 2012",12:28 pm CET,Olli Rehn says Eurobonds must come with deeper economic and political integration
Denmark ‘plans to sign up to fiscal treaty’,"January 10, 2012",11:12 am CET,Danish finance minister says negotiations are continuing but there are areas of concern.
France pushes ahead with financial transaction tax,"January 9, 2012",8:15 am CET,Nicolas Sarkozy says he hopes other EU member states will follow France’s lead; Sarkozy and Merkel discuss eurozone crisis.
Hungarian debt downgraded,"January 6, 2012",10:06 am CET,Fitch becomes third big rating agency to downgrade Hungary’s creditworthiness.
Greek debt plan ‘should be dropped’,"January 6, 2012",4:21 am CET,ECB board member says plan to involve private sector in cutting Greece’s public debt should be shelved.
Banking fears drive euro to low against US dollar,"January 5, 2012",11:17 am CET,Rise in French borrowing costs weighs on sentiment.
"Merkel, Sarkozy to push for financial transaction tax","January 5, 2012",4:10 am CET,German and French leaders will discuss eurozone crisis at meeting next week.
The decline and fall of the euro?,"January 4, 2012",10:22 pm CET,"The eurozone’s policy-making, not its economic fundamentals, are the real threat to the single currency."
Member states start work on inter-governmental treaty,"January 4, 2012",10:19 pm CET,"MEPs, Commission seek limited lifespan for treaty; while Van Rompuy wants draft finalised by 30 January.Merkel and Sarkozy to hold talks on eurozone crisisECB appoints Belgian as chief economist"
Merkel and Sarkozy to hold talks on eurozone crisis,"January 4, 2012",10:19 pm CET,The leaders of Germany and France meet in Berlin on Monday.
ECB appoints Belgian as chief economist,"January 4, 2012",10:19 pm CET,Peter Praet to take over from Jürgen Stark.
Money makes the world go round – not mad,"January 4, 2012",9:36 pm CET,Democracy needs time. The markets do not.
Fear and irrationality hold sway in eurozone’s decision-making,"January 4, 2012",9:31 pm CET,Short-term decisions are affecting the entire bloc.
