headline,url,description,date,sentiment,sentiment_score
Watch: Business 1st bridges the gap between entrepreneurs and government services,https://maltabusinessweekly.com/watch-business-1st-bridges-the-gap-between-entrepreneurs-and-government-services/20595/,"Business 1st serves to bridge the gap between entrepreneurs and government services, the CEO of the company, Marika Tonna, said. In an interview with The Malta Independent on Sunday, Tonna explained how the company’s main goal is to be the first point of contact for business-related government...",2022-10-13T08:33:55+00:00,neutral,0.7309321761131287
"Inter-parliamentary Conference on Stability, Economic Coordination and Governance in the EU",https://maltabusinessweekly.com/inter-parliamentary-conference-on-stability-economic-coordination-and-governance-in-the-eu/20576/,"The Chairperson of the Economic and Financial Affairs Committee Alex Muscat together with committee member Jerome Caruana Cilia participated in the Inter-Parliamentary Conference on Stability, Economic Coordination and Governance (IPC-SECG) in the EU on behalf of the Maltese Parliament. The...",2022-10-12T10:07:38+00:00,neutral,0.740980863571167
Focal Maritime to provide extensive logistics services under new strategic plan,https://maltabusinessweekly.com/focal-maritime-to-provide-extensive-logistics-services-under-new-strategic-plan/20573/,"Local maritime and logistics company Focal Maritime has announced a new strategic plan for the years ahead in which it will seek to expand its service offering into a fully-blown logistics organisation, providing a comprehensive service to its growing client base. Celebrating the 25th...",2022-10-12T07:30:44+00:00,positive,0.8874107003211975
Vistage EMEA Summit hosted in Malta,https://maltabusinessweekly.com/vistage-emea-summit-hosted-in-malta/20541/,"Malta hosted the first ever Vistage EMEA Summit, that saw 50 CEOs and business owners from seven countries learning, connecting and networking to increase cooperation between their businesses and their countries. Speakers included Neil Harris, Sustainability Strategy and Innovation lead at...",2022-10-10T07:22:37+00:00,neutral,0.5113125443458557
80% of ARMS consumers will receive up to €8 refund for overbilling,https://maltabusinessweekly.com/80-of-arms-consumers-will-receive-up-to-e8-refund-for-overbilling/20514/,"A new utility bill system will see 80% of Automated Revenue Management Services Ltd (ARMS) consumers receive a refund of up to €8 a year for overcharging due to inconsistency of legal notice passed in 2009. The new legal notice for the revised system will be published on 10 October, the...",2022-10-06T11:44:23+00:00,negative,0.5977634787559509
"Electricity supplied in Malta amounted to 2,671.8 GWh in 2021",https://maltabusinessweekly.com/electricity-supplied-in-malta-amounted-to-2671-8-gwh-in-2021/20511/,"In 2021, the electricity supplied in Malta amounted to 2,671.8 GWh, an increase of 7% when compared to the previous year, the National Statistics Office said. During 2021, the electricity supply in Malta comprised of net generation from power plants (71%), supply from net imports (19.1%) and...",2022-10-06T11:41:42+00:00,positive,0.6841635704040527
EU corporate sustainability and due diligence rules must be clear and implementable,https://maltabusinessweekly.com/eu-corporate-sustainability-and-due-diligence-rules-must-be-clear-and-implementable/20491/,"On Tuesday, the Malta Business Bureau (MBB) held a business session on the EU proposal for a Corporate Sustainability Due Diligence Directive (CSDDD). This Directive complements several other EU Directives such as the Corporate Sustainability Reporting Directive and the Taxonomy Regulation that...",2022-10-05T12:54:37+00:00,neutral,0.815215528011322
43 localities participate in project to slow Malta’s streets,https://maltabusinessweekly.com/43-localities-participate-in-project-to-slow-maltas-streets/20482/,"An urban design project that proposes an increase of shared roads and the prioritising of pedestrian spaces, has seen the participation of 43 localities throughout Malta and Gozo. A number of these localities are now planning to action the recommendations received. Sliema Naxxar Slow Streets, as...",2022-10-05T11:08:56+00:00,neutral,0.5510724782943726
EU chief vows to ‘stress test’ pipelines after leaks,https://maltabusinessweekly.com/eu-chief-vows-to-stress-test-pipelines-after-leaks/20473/,"The head of the European Union’s executive arm vowed yesterday to introduce checks on key EU infrastructure, including energy, after the suspected sabotage of natural-gas pipelines in the Baltic Sea. European Commission President Ursula von der Leyen said the damage last week to the Nord Stream...",2022-10-05T09:47:03+00:00,negative,0.8955717086791992
A Maritime Court is necessary and consistent with the country’s aspirations to remain a Centre of Excellence – MMF,https://maltabusinessweekly.com/a-maritime-court-is-necessary-and-consistent-with-the-countrys-aspirations-to-remain-a-centre-of-excellence-mmf/20460/,"The Malta Maritime Forum supports a call made by Chief Justice Mark Chetcuti for the exclusive jurisdiction of the Civil Court (Commercial Section) to be extended to cover maritime litigation. For the past 18 months, the Malta Maritime Forum (MMF) has been consistently making proposals for the...",2022-10-03T15:22:14+00:00,positive,0.6412208080291748
"Motherwell Bridge wins crane assembly, staffing contracts at major container terminals",https://maltabusinessweekly.com/motherwell-bridge-wins-crane-assembly-staffing-contracts-at-major-container-terminals/20456/,"Motherwell Bridge Industries, the Malta-based engineering company, has won contracts for crane assembly and specialist team deployment at major container terminals for Finnish lifting specialist Konecranes in Scotland, Germany, Belgium, South Korea and the US. The contracts have been awarded for...",2022-10-03T14:49:15+00:00,positive,0.9375383853912354
Malta seals deal on derogation from EU regulation on mandatory reductions in energy consumption,https://maltabusinessweekly.com/malta-seals-deal-on-derogation-from-eu-regulation-on-mandatory-reductions-in-energy-consumption/20426/,"Malta has successfully negotiated another derogation from a European Commission proposal that imposes on member states mandatory reductions in electricity consumption, the government said in a statement. This derogation was sealed by Minister for the Environment, Energy and Enterprise Miriam...",2022-09-30T13:07:38+00:00,negative,0.6238154768943787
Chamber of SMEs proposes lowering corporate tax rate to address unfair competition – CEO,https://maltabusinessweekly.com/chamber-of-smes-proposes-lowering-corporate-tax-rate-to-address-unfair-competition-ceo/20415/,"The Malta Chamber of SMEs has proposed a number of tax adjustments in its proposals for the budget, such as lowering the corporate tax rate to 15%, and also reducing VAT. The aim of lowering the corporate tax rate, the Chamber says in its document, is to increase the balance between local and...",2022-09-29T09:51:48+00:00,neutral,0.5743112564086914
The Malta Maritime Forum’s Budget 2023 proposals: Setting standards for a better country,https://maltabusinessweekly.com/the-malta-maritime-forums-budget-2023-proposals-setting-standards-for-a-better-country/20420/,"For the second year running the Malta Maritime Forum (MMF) articulated a set of concrete, maritime-focused proposals for the national Budget.  The MMF was delighted to present its document in person to the Minister of Finance earlier in September where each of its nine recommendations were...",2022-09-29T06:15:00+00:00,neutral,0.720803439617157
PM Abela underlines Malta’s transition to becoming a climate neutral economy,https://maltabusinessweekly.com/pm-abela-underlines-maltas-transition-to-becoming-a-climate-neutral-economy/20398/,"Prime Minister Robert Abela stated that the Malta Stock Exchange must facilitate the transformation of the Maltese economy to a climate-neutral one. The Prime Minister said this when delivering the opening address at the General Assembly of the World Federation of Exchanges, currently being held...",2022-09-28T11:29:58+00:00,positive,0.5044561624526978
