headline,date,description,sentiment,sentiment_score
Chamber of SMEs calls on government to save ‘tens of thousands of jobs’,2020-03-23 10:59:00,"The Chamber of SMEs has called on the government to save tens of thousands of jobs currently at risk, Chamber of SMEs CEO Abigail Mamo told The Malta Independent.   Speaking with this...",negative,0.3695877194404602
The Emirates Group’s business response to COVID-19,2020-03-22 20:05:00,"Since the COVID-19 outbreak began, Emirates and dnata have been adapting operations in line with regulatory directives as well as travel demand. The airline has aimed to maintain passenger...",positive,0.8519822359085083
"Public Health measures welcome, economic measures are required with great urgency – Chamber of SMEs",2020-03-22 16:58:00,"The Malta Chamber of SMEs has confirmed its agreement with the public health measures announced earlier today, however indicated its concern about the economic support being given. ""Many...",positive,0.8749580979347229
MFSA extends regulatory reporting deadlines for firms due to outbreak of COVID-19,2020-03-22 10:12:00,"Taking into account the significant effects of the COVID-19 situation on the financial services sector, the MFSA considers it necessary and proportionate to apply flexibility in the applicable...",neutral,0.5960484147071838
Malta’s Event & Expo suppliers express concern at effects of Covid-19 on the industry,2020-03-19 19:44:00,"Malta's leading Event and Expo suppliers have come together to express their concerns at the effects Covid-19 is having on the industry, and the expected long-term, negative repercussions on the...",negative,0.8987531661987305
BOV announces results for 2019,2020-03-19 17:12:00,"Bank of Valletta Group today announces its results for the year ended 31 December 2019. Financial highlights:  Profit before tax of €89.2 million, a post-tax ROE of 6.2% ...",neutral,0.7423660159111023
RE/MAX Malta Estate Agents working remotely,2020-03-19 16:38:00,"RE/MAX Malta this week gave its 400-strong team of real estate professionals unparalleled access to its unique property database system, Fusion. This means they will be in a position to contact buyers...",positive,0.8172382116317749
MIM shifts to virtual learning during this time,2020-03-19 16:24:00,"The Malta Institute of Management (MIM), a non-profit making professional body for managers and people aspiring to work in management, has taken measures to deal with the current situation. Days...",neutral,0.6333460211753845
NYSE to temporarily close trading floor,2020-03-19 14:00:00,"The Maltese market closed in red on Wednesday, with the MSE total index ending the session 2.25% lower to 8055.672 points. The best and only one performer in the green was BMIT Technologies plc, by...",negative,0.9436256885528564
Japan's imports from China plummet as virus shut factories,2020-03-18 15:02:00,"The Maltese market closed in red on Tuesday, with the MSE total index ending the session 2.674% lower to 8241.083 points. There was no positive performance on the equity market. The biggest fall of...",negative,0.970958411693573
MaltaPost introduces new procedures around mail and parcel deliveries,2020-03-18 14:58:00,The outbreak of the COVID 19 virus in Malta is having significant impact on our way of life and we are actively monitoring this rapidly evolving situation. We are following Government's advice whilst...,neutral,0.816831111907959
HSBC Malta takes action to ensure local shareholders receive dividend payments on time,2020-03-18 14:16:00,"HSBC Bank Malta announced that in view of the present COVID-19 situation and the directives issued by the Public Health Authorities, dividend will be paid to shareholders as planned but will postpone...",neutral,0.9450230002403259
Malta Dairy Products Ltd concerned for any disruptions that Covid-19 crisis may cause to families,2020-03-18 12:46:00,"Malta Dairy Products Ltd. (MDP), part of the KPH Group Ltd., is concerned for any disruptions that the Covid-19 crisis may be causing you and your family. Whilst we appreciate that many of our...",negative,0.3813486695289612
Markets fall as sell-off reappears,2020-03-17 13:24:00,"US Markets recorded their biggest single-day drop since 1987 on Monday after a wild trading session saw circuit breakers temporarily halt trading for 15 minutes, as fresh fears that the Federal...",negative,0.9693184494972229
MeDirect ensures continuity of banking services,2020-03-16 20:14:00,"MeDirect announces that it has implemented the necessary contingency measures to allow the bank to be able to continue operating on a business as usual basis via remote working, in the case of a...",positive,0.8997329473495483
AI aided by Softbank mega investments,2020-03-15 14:37:00,"Taking a break from the ravages of the economic devastation that is being caused by the corona virus pandemic, one cannot ignore the blessing that humanity will reap from the benign qualities of AI....",neutral,0.6084452867507935
eCabs urges less handling of cash... steps up vehicle sanitisation,2020-03-13 14:21:00,eCabs  just announced the introduction of a series of measures to ensure the company operates safely and responsibly towards its employees and its clients. A series...,positive,0.6759564876556396
Appointment of liquidator for Global Funds SICAV p.l.c.,2020-03-12 16:16:00,Mazars Malta are set to be appointed liquidators of Global Funds Sicav plc after shareholders voted for the dissolution and voluntary winding up of the company at an  Extraordinary General...,neutral,0.8968810439109802
Our national duty is to flatten the curve,2020-03-12 15:34:00,"We are, we may say, in Phase 2 of the Coronavirus infection, moving up to Phase 3. That depends on the number of cases identified and later on with eventual deaths. From the experience of...",neutral,0.903681218624115
The Malta Institute of Accountants and ACCA host ALPs and students event,2020-03-12 15:31:00,"Last month, the MIA together with ACCA, through their joint ACCA examination scheme, hosted their first event for all local ACCA Approved Learning Providers (ALPs) and their respective tutors. The...",neutral,0.6430503129959106
Mapfre MSV Life plc declares 2019 bonuses,2020-03-12 15:28:00,...,neutral,0.8594194054603577
APS Bank appoints new head of Financial Crime Compliance,2020-03-12 15:27:00,"Cynthia Borg is the new head of Financial Crime Compliance and Group Money Laundering Reporting officer at APS Bank. In her role, Cynthia is responsible for establishing and maintaining a robust...",neutral,0.8641775846481323
The MFSA has issued a Warning regarding fraudulent behaviour kinked to COVID-19 situation,2020-03-12 14:19:00,The MFSA would like to draw the attention of its licence holders and the general public to possible fraudulent schemes or financial scams which may try to take advantage of COVID-19 outbreak to target...,neutral,0.8357551097869873
"Decline in catering establishments, restaurants and bars alarming",2020-03-11 10:37:00,"Members of the Association of Catering Establishments (ACE) have reported a significant drop in sales. Apart from the immediate decline in sales, members of ACE have also experienced a number of...",negative,0.9719467759132385
FIMBank announces USD7.3 million pre-tax profit for 2019,2020-03-11 10:33:00,"The year 2019 was another profitable year for FIMBank. The FIMBank Group's Consolidated Audited Financial Statements show that for the year ended 31 December 2019, the Group registered a pre-tax...",positive,0.5108368396759033
HSBC Malta introduces measures to support businesses affected by Coronavirus,2020-03-11 08:49:00,"HSBC Bank Malta p.l.c. ('HSBC Malta') has introduced a number of measures to support businesses which may be negatively affected by the Novel Coronavirus (COVID-19) outbreak. These measures, which are...",positive,0.7088215351104736
