headline,date,time,description,sentiment,sentiment_score
Fiddling while Europe burns,"September 14, 2011",9:40 pm CET,Economic models and projections are incapable of capturing the scale of the threat to Europe’s and the world’s economy.,neutral,0.7983012795448303
Call for lower budget for 2014-20,"September 12, 2011",6:00 am CET,Nine EU affairs ministers say European Commission proposal is too high.,negative,0.557357907295227
ECB board member resigns,"September 9, 2011",9:08 am CET,Jürgen Stark opposed the ECB’s programme of buying bonds of indebted countries.,negative,0.7827423810958862
Trichet warns of uncertain economic outlook,"September 8, 2011",9:00 am CET,Main interest rate stays at 1.5% as Trichet hits back at ECB critics.,negative,0.8641934394836426
Rutte calls for budgetary discipline commissioner,"September 8, 2011",8:19 am CET,Dutch prime minister says commissioner should be able to impose sanctions on member states that break budgetary rules.,neutral,0.6933560371398926
Fragility of eurozone rescue plan exposed,"September 7, 2011",10:20 pm CET,EU leaders struggle to calm financial markets.,negative,0.8302507400512695
Member states to outline views on long-term budget,"September 7, 2011",10:19 pm CET,Negotiations on the EU’s multiannual financial framework to start.,neutral,0.9348939657211304
Italian MEP to chair budgetary control committee,"September 7, 2011",10:19 pm CET,"Giommaria Uggias, a Liberal MEP, is to lead budgetary control committee.",neutral,0.9233655333518982
MEPs claim success in ‘six-pack’ negotiations,"September 7, 2011",10:18 pm CET,Legislation is meant to strengthen the EU’s economic governance.,positive,0.8006341457366943
Danes lean to the left amid concern for economic security,"September 7, 2011",10:15 pm CET,Denmark is on course to buck the prevailing trend in Europe by electing a centre-left government. Harsh anti-immigrant rhetoric might be on the wane.,negative,0.8759711384773254
Swiss move to weaken franc eases pressure on exporters,"September 7, 2011",10:11 pm CET,Franc has risen by about 20% against the euro over the past year.,positive,0.6136974692344666
Iron man,"September 7, 2011",9:50 pm CET,ECB board member Jürgen Stark is a straight-talking fiscal and monetary hardliner.,neutral,0.8195385336875916
German court rejects challenges to eurozone rescues,"September 7, 2011",3:34 am CET,Court says Greek bail-out and eurozone rescue fund do not breach the constitution.,negative,0.7296009063720703
Eurozone rescue plan struggles to survive the summer,"August 31, 2011",10:19 pm CET,21 July agreement unravelled within weeks and markets concerned by lack of co-ordination.MEPs seek answers on summit dealsMissed opportunity for Merkel and SarkozyA flawed attempt to take control,negative,0.955327570438385
Swiss feel the pinch as the franc strengthens,"August 31, 2011",10:10 pm CET,The currency crisis is affecting all parts of Swiss society.,negative,0.7614664435386658
No longer a safe haven,"August 31, 2011",10:05 pm CET,Switzerland is suffering from the soaring value of its currency as problems in the eurozone have a knock-on effect.Swiss feel the pinch as the franc strengthens,negative,0.6187440156936646
Economic folly deserves humiliation,"August 31, 2011",9:55 pm CET,Easy options and reliance on bail-outs will not provide the remedies that the eurozone needs if it is to survive.,negative,0.47942250967025757
MEPs seek answers on summit deals,"August 31, 2011",9:30 pm CET,MEPs concerned about future of ‘six-pack’ plans.,neutral,0.8673033118247986
"Eurobonds can help, but not on their own","August 31, 2011",9:30 pm CET,A triple solution to the debt crisis.,neutral,0.7807812094688416
A flawed attempt to take control,"August 31, 2011",9:25 pm CET,Barroso’s letter to eurozone leaders causes anger.,negative,0.7250220775604248
Trichet calls for speedy action on bail-out deal,"August 29, 2011",1:47 pm CET,Juncker vows that collateral row will be solved swiftly,positive,0.5495055913925171
Commission to scrutinise UK-Swiss tax deal,"August 26, 2011",8:29 am CET,Agreement could have impact on EU-level discussions on savings tax.,neutral,0.8800286054611206
Eurobonds without fear,"August 25, 2011",3:39 am CET,,neutral,0.9302468299865723
Greece’s bail-out plan ‘in jeopardy’,"August 23, 2011",10:06 am CET,,negative,0.8830257654190063
EU discussing Finland-Greece deal,"August 19, 2011",8:17 am CET,,neutral,0.9389237761497498
Markets drop after Merkel-Sarkozy meeting,"August 17, 2011",7:05 am CET,,negative,0.9567814469337463
"Germany, France plan common tax","August 16, 2011",3:03 pm CET,,neutral,0.9462153911590576
Stagnant and paralysed,"August 16, 2011",8:23 am CET,,negative,0.7976160645484924
Europe’s economic growth stalls,"August 16, 2011",7:42 am CET,Near-stagnation of German economy adds to economic concerns.,positive,0.5205497741699219
"Portugal bail-out ‘on track’, say EU, IMF","August 12, 2011",4:30 am CET,First review of austerity programme positive but warns of challenges ahead.,neutral,0.7225934863090515
Tusk urges EU unity over financial turmoil,"August 11, 2011",10:28 am CET,"In letter to EU leaders, Poland’s prime minister calls for quick approval of eurozone stabilisation plan",neutral,0.5423539280891418
Trichet urges eurozone to accelerate reforms,"August 9, 2011",5:20 am CET,ECB president says eurozone countries have to restore confidence; confirms bond buying.,positive,0.7726646661758423
From pain to gain on the EU frontier,"August 8, 2011",7:53 am CET,Restoring growth prospects for the EU periphery will introduce even more short-term pain.,neutral,0.5795000791549683
Commission backing for ECB bond buying,"August 8, 2011",7:42 am CET,"Actions by ECB, G7 and G20 send ’strong message of confidence’.",neutral,0.8312283754348755
ECB says it will ‘actively’ buy eurozone bonds,"August 8, 2011",2:26 am CET,Move seen as sign of support for Italy.,positive,0.5673521757125854
"G7 ministers, ECB to hold crisis talks","August 7, 2011",12:42 pm CET,"Focus on US credit downgrade, Italian bonds.",neutral,0.8061002492904663
Washington and the art of the possible,"August 5, 2011",4:59 pm CET,"The US debt-ceiling debate may yet worsen, but one should not overlook what politicians can actually accomplish.",neutral,0.8582326769828796
Cyprus’s economy is ’sound’,"August 5, 2011",8:35 am CET,Olli Rehn seeks to allay fears that island may need bail-out; calls for reform as president reshuffles government.,positive,0.8393247127532959
Italy and Spain ’on the right track’,"August 5, 2011",8:11 am CET,Olli Rehn says market unrest is not justified.,neutral,0.6683569550514221
Rehn: rescue-fund tools will be ready in weeks,"August 5, 2011",7:59 am CET,Economic and monetary affairs commissioner admits markets did not react as expected to 21 July deal.• Italy and Spain ‘on the right track’• Cyprus’s economy is ‘sound’,neutral,0.772632360458374
IMF stands by Lagarde,"August 5, 2011",4:26 am CET,Managing director faces allegations of misconduct in French court.,neutral,0.9271191954612732
"Merkel, Sarkozy, Zapatero to discuss market turmoil","August 5, 2011",3:44 am CET,Leaders to hold crisis phone conference as stock markets plunge.,neutral,0.9281286597251892
ECB holds interest rate,"August 4, 2011",9:45 am CET,Bank confirms buying eurozone bonds.,neutral,0.9174408912658691
Barroso warns of eurozone crisis spreading,"August 4, 2011",7:51 am CET,Commission president sends letter to eurozone leaders urging rethink of bail-out fund.,negative,0.7885199785232544
Pity the policymakers,"August 3, 2011",9:23 am CET,Economic conditions might have to become a lot worse in order to focus policymakers’ minds.,neutral,0.8163133263587952
Barroso calls on eurozone countries to step up reforms,"August 3, 2011",8:36 am CET,Commission president says eurozone countries must show resolve on market fears.,neutral,0.4913419187068939
Commission plays down contagion fears,"August 2, 2011",8:27 am CET,"Concern that Italy, Spain and Cyprus will need bail-outs.",neutral,0.9218133091926575
Commission offers to raise funding for EU projects,"August 1, 2011",6:07 am CET,Co-financing share cut to 5% for six member states.,positive,0.7874467968940735
Finance ministers seek to calm markets,"July 29, 2011",5:09 am CET,François Baroin and Wolfgang Schäuble support deal reached at last week’s eurozone summit.,neutral,0.5201468467712402
Talks pull eurozone back from the brink,"July 27, 2011",10:25 pm CET,Merkel and Sarkozy struck eurozone deal; agreement calms the markets.Facts and figuresAll eyes on long-term economic plansRates cut for Ireland and Portugal,positive,0.7229533791542053
Budget row intensifies as Council unveils its 2012 spending plans,"July 27, 2011",10:19 pm CET,Commission officials accuse Council of ‘smoke and mirrors’ budget proposal.,negative,0.9495764970779419
Sales season in Europe,"July 27, 2011",10:10 pm CET,Will Europe sell off its chances of a serious political relationship with China?,neutral,0.8124364018440247
Global FDI rebounding after three-year decline,"July 27, 2011",10:10 pm CET,,positive,0.9275214672088623
Rates cut for Ireland and Portugal,"July 27, 2011",10:07 pm CET,,negative,0.7874495387077332
Facts and figures,"July 27, 2011",10:06 pm CET,,neutral,0.9142308235168457
All eyes on long-term economic plans,"July 27, 2011",10:05 pm CET,,neutral,0.9312697649002075
Helping Greece prime the pump,"July 27, 2011",10:01 pm CET,,neutral,0.7829115986824036
Papandreou calls new Greek loans ‘eurobonds’,"July 27, 2011",9:23 am CET,,neutral,0.902476966381073
"Greek bail-out would lead to default, says ratings agency","July 22, 2011",10:21 am CET,Fitch says deal struck by eurozone leaders would mean ‘restrictive default’.,negative,0.6660837531089783
Trichet welcomes compromise deal,"July 21, 2011",4:46 pm CET,European Central Bank governor says that EU leaders have heeded bank’s recommendations in Greek bail-out deal.,neutral,0.709598958492279
Bail-out conditions eased for Ireland,"July 21, 2011",3:59 pm CET,Ireland’s prime minister says deal was secured without Ireland agreeing to raise its corporate tax.,positive,0.7617777585983276
Another Greek bail-out in the offing,"July 21, 2011",11:28 am CET,Fresh rescue package for Greece would involve ‘temporary’ default; Ireland and Portugal offered lower interest rates.,negative,0.8564744591712952
Central banker warns of Cyprus bail-out,"July 21, 2011",10:58 am CET,"Cyprus in economic ‘emergency’ after devastating accident, says central-bank governor.",negative,0.9166015386581421
Eurozone leaders confident about new rescue deal,"July 21, 2011",6:24 am CET,"Greece set to get second bail-out at Brussels summit, after Merkel and Sarkozy strike deal in Berlin. (Article updated with draft summit conclusions.)",positive,0.8684728741645813
"Merkel, Sarkozy reach deal on Greek bail-out","July 21, 2011",3:45 am CET,"Deal reported to involve bond swaps, debt rescheduling.",positive,0.698009192943573
